label,score,housenumber,id,name,postcode,citycode,x,y,city,context,type,importance,street,lon,lat,full_adress,banId,oldcitycode,oldcity,_type
32 Allée de la Bievre 92160 Antony,0.7293069421487604,32,92002_0683_00032,32 Allée de la Bievre,92160,92002,647738.54,6849591.47,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.65874,Allée de la Bievre,2.289258,48.744323,32 ALLEE DE LA BIEVRE 92002 ANTONY,cc66bd45-886a-4153-a567-f456e0585b5f,,,
17 Rue de la Caspienne 92160 Antony,0.7321895187165774,17,92002_1435_00017,17 Rue de la Caspienne,92160,92002,647876.28,6848887.86,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.64232,Rue de la Caspienne,2.291217,48.738006,17 RUE DE LA CASPIENNE 92002 ANTONY,79fa9bd4-7091-4b12-8162-0b2696dcc475,,,
4 Avenue de la Concorde 92160 Antony,0.7406775324675324,4,92002_1525_00004,4 Avenue de la Concorde,92160,92002,649040.07,6850944.41,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.69031,Avenue de la Concorde,2.306796,48.756595,4 AVENUE DE LA CONCORDE 92002 ANTONY,faf7de77-9e6b-4379-831e-3ddef138254a,,,
120 Avenue de la Division Leclerc 92160 Antony,0.7788618181818182,120,92002_2520_00120,120 Avenue de la Division Leclerc,92160,92002,648765.34,6849703.85,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.76748,Avenue de la Division Leclerc,2.303208,48.745416,120 AVENUE DE LA DIVISION LECLERC 92002 ANTONY,fc0ef58a-ba65-41f8-af6c-e14a89a13a53,,,address
78 Avenue de la Division Leclerc 92160 Antony,0.776382479338843,78,92002_2520_00078,78 Avenue de la Division Leclerc,92160,92002,648825.28,6850056.23,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.76748,Avenue de la Division Leclerc,2.303981,48.74859,78 AVENUE DE LA DIVISION LECLERC 92002 ANTONY,82bb63a9-a797-4ca6-8370-77c7e79f2e26,,,
5 Rue de la Méditerranée 92160 Antony,0.74069,5,92002_6200_00005,5 Rue de la Méditerranée,92160,92002,647636.78,6848875.78,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.64759,Rue de la Méditerranée,2.287962,48.737878,5 RUE DE LA MEDITERRANEE 92002 ANTONY,c446c53b-809e-4dc7-bc0c-8ec946dbde0c,,,
10 Rue de la Prairie 92160 Antony,0.7223363636363637,10,92002_7247_00010,10 Rue de la Prairie,92160,92002,648253.96,6849998.25,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.6332,Rue de la Prairie,2.296218,48.748023,10 RUE DE LA PRAIRIE 92002 ANTONY,242a492a-a1e9-4de2-a197-2ed39177db75,,,
28 Avenue de la Providence 92160 Antony,0.7497097607655502,28,92002_7285_00028,28 Avenue de la Providence,92160,92002,648773.4,6850942.09,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.66786,Avenue de la Providence,2.303169,48.756553,28 AVENUE DE LA PROVIDENCE 92002 ANTONY,74f4b997-dbdb-4ab2-b0e9-81962c3e7a57,,,
1 Allee des Ormeaux 92160 Antony,0.7150658651026393,1,92002_6850_00001,1 Allee des Ormeaux,92160,92002,648292.29,6850000.47,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.60766,Allee des Ormeaux,2.296739,48.748046,1 ALLEE DES ORMEAUX 92002 ANTONY,f4b8e102-c9d9-4f23-8b94-388e85c9e6d9,,,address
10 Allee des Platanes 92160 Antony,0.7241278512396695,10,92002_7225_00010,10 Allee des Platanes,92160,92002,648245.82,6849892.48,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.60177,Allee des Platanes,2.29612,48.747071,10 ALLEE DES PLATANES 92002 ANTONY,1926e68c-1a6c-4bcf-a358-2d3208088b9a,,,
189 Rue des Rabats 92160 Antony,0.7249700000000001,189,92002_8110_00189,189 Rue des Rabats,92160,92002,648819.32,6848870.35,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.77467,Rue des Rabats,2.304042,48.737924,189 RUE DES RABATS 92002 ANTONY,8f63a097-0953-43d3-bfaa-43e42c83d11d,,,
2 Parvis du Breuil 92160 Antony,0.7079445454545454,2,92002_b060_00002,2 Parvis du Breuil,92160,92002,647116.78,6849282.44,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.58739,Parvis du Breuil,2.280841,48.741493,2 PARVIS DU BREUIL 92002 ANTONY,b12bd619-6b85-4057-b894-b4811d3f9e8a,,,
11 Rue du Colonel Fabien 92160 Antony,0.74848,11,92002_1522_00011,11 Rue du Colonel Fabien,92160,92002,647796.21,6850665.15,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.73328,Rue du Colonel Fabien,2.289911,48.753984,11 RUE DU COLONEL FABIEN 92002 ANTONY,4fc441ea-b449-4bda-9b6d-caa5ec0fdac1,,,
2 Allee du Danube 92160 Antony,0.7014728213166144,2,92002_2490_00002,2 Allee du Danube,92160,92002,647697.52,6848924.27,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.57827,Allee du Danube,2.288782,48.738319,2 ALLEE DU DANUBE 92002 ANTONY,8173ed42-3977-4385-9c30-a8d3d4ef6d3f,,,
1 Rue du Mont Blanc 92160 Antony,0.713223137829912,1,92002_6236_00001,1 Rue du Mont Blanc,92160,92002,647681.77,6848718.27,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.58739,Rue du Mont Blanc,2.288593,48.736465,1 RUE DU MONT BLANC 92002 ANTONY,ae39eb8a-f1f7-442f-9bfa-e06766763037,,,
3 Rue du Nord 92160 Antony,0.6815181818181818,3,92002_6640_00003,3 Rue du Nord,92160,92002,649109.93,6851542.67,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.6567,Rue du Nord,2.307675,48.761981,3 RUE DU NORD 92002 ANTONY,91cea589-70fc-433a-8e0c-f5d4e2bbd328,,,
6bis Rue du Nord 92160 Antony,0.5748515151515151,6bis,92002_6640_00006_bis,6bis Rue du Nord,92160,92002,649103.3,6851607.55,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.6567,Rue du Nord,2.307577,48.762564,6 B RUE DU NORD 92002 ANTONY,b2768e1b-dd96-4b9e-9027-3d6ffff4ae29,,,
140 Av du Pdt J Fitzgerald Kennedy 92160 Antony,0.6919902673796791,140,92002_7252_00140,140 Av du Pdt J Fitzgerald Kennedy,92160,92002,647854.78,6848673.02,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.72954,Av du Pdt J Fitzgerald Kennedy,2.290951,48.736072,140 AVENUE DU PDT J FITZGERALD KENNEDY 92002 ANTONY,c3a25e5b-194a-4bcd-9c08-a204856f7119,,,
2 Rue Dunoyer de Segonzac 92160 Antony,0.7370591400491399,2,92002_2574_00002,2 Rue Dunoyer de Segonzac,92160,92002,649484.19,6849940.05,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.56711,Rue Dunoyer de Segonzac,2.312956,48.747597,2 RUE DUNOYER DE SEGONZAC 92002 ANTONY,5a3ec6ad-9aae-4a69-bf5f-94044f96d105,,,
1 Rue Dunoyer de Segonzac 92160 Antony,0.7370591400491399,1,92002_2574_00001,1 Rue Dunoyer de Segonzac,92160,92002,649662.79,6849837.32,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.56711,Rue Dunoyer de Segonzac,2.315397,48.746687,1 RUE DUNOYER DE SEGONZAC 92002 ANTONY,fb16b643-0fa7-44aa-b2bb-38181a548319,,,
6 Allee Fernand Braudel 92160 Antony,0.7320220779220779,6,92002_3517_00006,6 Allee Fernand Braudel,92160,92002,648998.88,6850658.35,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.5951,Allee Fernand Braudel,2.30627,48.754019,6 ALLEE FERNAND BRAUDEL 92002 ANTONY,16bb9e1a-1ab3-4161-a5fa-ef3e9a833298,,,address
2 Allee Fernand Braudel 92160 Antony,0.7320220779220779,2,92002_3517_00002,2 Allee Fernand Braudel,92160,92002,648995.49,6850657.27,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.5951,Allee Fernand Braudel,2.306224,48.754009,2 ALLEE FERNAND BRAUDEL 92002 ANTONY,b439a2a5-f0b5-42ff-afe7-e2a46e395adc,,,
125 Avenue Francois Molé 92160 Antony,0.7500554545454545,125,92002_3570_00125,125 Avenue Francois Molé,92160,92002,647540.39,6850083.27,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.75061,Avenue Francois Molé,2.286503,48.74873,125 AVENUE FRANCOIS MOLE 92002 ANTONY,9f32e8f7-d511-406c-a7f6-9271fe7dcdba,,,address
31 Avenue Galliéni 92160 Antony,0.7142454545454545,31,92002_4130_00031,31 Avenue Galliéni,92160,92002,648352.97,6851407.48,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.6567,Avenue Galliéni,2.297394,48.760705,31 AVENUE GALLIENI 92002 ANTONY,df8ffa5f-190e-4d47-b5c4-829d19f7cc8e,,,
5 Rue Jean Moulin 92160 Antony,0.7114600940438872,5,92002_4734_00005,5 Rue Jean Moulin,92160,92002,648967.19,6850582.35,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.68813,Rue Jean Moulin,2.305848,48.753333,5 RUE JEAN MOULIN 92002 ANTONY,122cce24-0c3b-4e9f-afe3-151376bad9cc,,,
11 Avenue Jeanne d'Arc 92160 Antony,0.7352122459893048,11,92002_4740_00011,11 Avenue Jeanne d'Arc,92160,92002,648838.63,6851011.79,Antony,"92, Hauts-de-Seine, Île-de-France",housenumber,0.67557,Avenue Jeanne d'Arc,2.304048,48.757185,11 AVENUE JEANNE D ARC 92002 ANTONY,58d3cf62-587e-45d2-8123-04a18fcc7c98,,,
